"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"H","R","X",1,3,1,1,1,1,1
"D","R","I",1,3,1,1,2,1,1
"H","S","X",1,3,1,2,1,1,1
"D","S","I",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","A","X",1,2,1,2,2,1,1
"C","A","O",1,3,1,2,2,1,1
"C","A","I",1,2,1,2,2,1,1
"E","A","I",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,1,1,1
"D","R","I",2,3,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"B","X","O",1,3,1,1,2,1,1
"D","S","O",1,1,3,2,2,1,1
"H","S","X",1,2,1,1,1,1,1
"C","R","O",1,2,1,2,2,1,1
"E","A","I",2,3,3,2,2,1,1
"H","S","X",1,3,1,1,1,1,1
"C","A","I",1,2,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"D","R","I",1,3,1,1,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"F","A","I",2,2,1,2,2,1,1
"C","R","O",1,2,1,2,2,1,1
"H","S","X",1,3,1,2,2,1,1
"E","A","I",1,3,1,2,2,1,1
"H","S","X",2,2,1,1,1,1,1
"C","A","I",2,3,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"C","R","O",1,3,1,1,2,1,1
"F","A","I",1,1,1,2,2,1,1
"H","R","X",1,1,1,2,2,1,1
"H","S","X",2,3,1,2,2,1,1
"E","S","I",2,2,1,2,2,1,1
"D","R","I",1,2,1,2,2,1,1
"H","R","X",1,2,1,2,1,1,1
"D","A","O",1,2,1,2,2,1,1
"H","R","X",1,1,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"H","S","X",1,2,1,2,2,1,1
"E","S","I",2,2,1,2,2,1,1
"C","S","O",2,2,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","S","X",1,2,1,2,2,1,1
"D","A","I",2,2,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"C","R","O",1,3,1,1,2,1,1
"D","S","O",2,3,1,2,2,1,1
"D","R","O",1,3,1,1,2,1,1
"C","S","O",1,2,1,1,2,1,1
"H","S","X",1,2,1,2,2,1,1
"D","A","I",1,2,1,2,2,1,1
"H","R","X",1,2,1,2,1,1,1
"C","S","O",1,3,1,2,2,1,1
"C","S","I",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"C","S","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,2,1,1
"D","A","O",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","R","X",1,3,1,2,1,1,1
"B","X","O",1,3,1,1,2,1,1
"C","S","O",1,2,1,2,2,1,1
"C","S","O",1,1,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,3,1,2,1,1,1
"C","S","O",1,3,1,1,2,1,1
"C","S","O",1,3,1,2,2,1,1
"D","S","O",1,3,1,1,2,1,1
"H","S","X",2,3,1,1,2,1,1
"H","S","X",1,3,1,1,2,1,1
"D","A","O",1,2,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","S","I",1,3,1,1,2,1,1
"F","S","O",2,2,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"C","R","I",1,2,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","A","O",1,3,1,2,2,1,1
"D","A","I",2,2,1,2,2,1,1
"D","S","O",2,2,3,2,2,1,1
"F","H","O",1,2,1,1,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"H","R","X",1,3,1,1,1,1,1
"D","S","O",1,3,1,1,2,1,1
"D","S","I",1,1,1,2,2,1,1
"C","R","I",1,2,1,2,2,1,1
"B","X","I",2,2,1,2,2,1,1
"H","S","X",1,3,1,1,2,1,1
"C","S","I",1,3,1,1,2,1,1
"H","R","X",2,1,1,2,2,1,1
"C","S","O",1,2,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"B","X","I",1,2,1,2,2,1,1
"C","S","O",1,2,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"D","A","O",1,3,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"C","S","O",2,2,1,2,2,1,1
"C","R","O",1,2,1,2,2,1,1
"E","A","I",1,3,1,1,2,1,1
"H","R","X",1,3,1,1,2,1,1
"H","S","X",1,1,1,2,2,1,1
"D","S","O",1,2,1,1,2,1,1
"C","S","O",1,3,1,1,2,1,1
"D","A","O",1,2,1,2,2,1,1
"D","A","I",1,2,1,1,2,1,1
"D","A","I",1,3,1,1,2,1,1
"E","S","O",1,3,1,1,2,1,1
"H","S","X",1,1,1,1,2,1,1
"F","S","I",1,3,1,2,2,1,1
"D","R","O",1,2,1,2,2,1,1
"D","A","I",2,3,1,2,2,1,1
"D","R","C",2,3,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","A","X",1,1,1,2,2,1,1
"B","X","O",1,2,1,2,2,1,1
"E","H","C",2,3,1,2,2,1,1
"B","X","O",1,2,1,1,2,1,1
"C","H","O",1,3,1,2,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"H","R","X",1,3,1,2,2,1,1
"F","R","I",1,2,1,2,2,1,1
"H","S","X",1,1,1,2,2,1,1
"D","A","I",1,3,1,2,2,1,1
"F","H","O",1,2,1,2,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"D","A","I",1,2,1,2,2,1,1
"F","K","I",1,2,1,2,2,1,1
"E","H","O",2,2,1,2,2,1,1
"B","X","I",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"H","R","X",1,2,1,1,2,1,1
"B","X","O",1,1,1,2,2,1,1
"D","S","I",2,2,1,2,2,1,1
"E","K","I",2,2,1,2,2,1,1
"F","H","O",1,3,1,2,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","R","X",1,1,1,2,2,1,1
"B","X","I",1,1,1,2,2,1,1
"F","K","I",1,2,1,2,2,1,1
"D","H","I",2,3,1,2,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","S","X",1,3,1,2,2,1,1
"H","R","X",1,2,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","R","X",1,3,1,2,2,1,1
"F","A","I",2,3,1,2,2,2,1
"E","H","I",1,3,1,2,2,1,1
"H","R","X",1,2,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","R","X",1,3,1,2,2,1,1
"F","A","I",2,3,1,2,2,1,1
"E","H","I",1,3,1,2,2,1,1
"H","R","X",1,3,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"B","X","O",1,3,1,1,2,1,1
"F","A","I",2,2,3,2,2,1,1
"E","H","O",2,2,2,2,2,1,1
"H","S","X",1,2,1,2,2,1,1
"H","R","X",1,2,1,1,2,1,1
"C","S","I",1,3,1,1,2,1,1
"F","A","I",1,2,1,2,2,1,1
"H","S","X",1,3,1,2,2,1,1
"H","R","X",1,3,1,1,2,1,1
"D","S","I",1,3,1,1,2,1,1
"F","A","I",1,2,1,2,2,1,1
"E","A","O",1,2,1,2,2,1,1
"D","S","I",1,3,1,2,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","S","X",1,3,1,2,2,1,1
"D","A","O",1,3,1,2,2,1,1
"B","X","O",1,2,1,1,2,1,1
"B","X","O",1,2,1,1,2,1,1
"B","X","I",1,3,1,1,2,1,1
"E","S","O",1,1,1,2,2,1,1
"H","R","X",1,3,1,1,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"C","S","O",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"B","X","O",1,2,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"B","X","I",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"C","A","O",1,2,1,2,2,1,1
"B","X","O",1,3,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,3,1,2,1,1,1
"C","R","O",1,3,1,1,2,1,1
"C","S","O",1,3,1,1,2,1,1
"H","A","X",1,3,1,1,2,1,1
"E","A","O",1,3,1,2,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"C","R","O",1,2,1,1,2,1,1
"C","A","O",1,2,1,2,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"H","R","X",1,1,1,1,2,1,1
"H","S","X",1,1,1,1,2,1,1
"C","S","I",1,3,1,1,2,1,1
"H","A","X",1,3,1,2,1,1,1
"H","S","X",1,2,1,1,2,1,1
"B","X","O",2,2,1,2,2,1,1
"C","S","O",1,2,1,1,2,1,1
"C","A","O",1,3,1,2,2,1,1
"B","X","O",2,2,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"C","S","O",2,2,1,1,2,1,1
"H","A","X",1,2,1,2,2,1,1
"B","X","O",1,1,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","A","X",1,2,1,2,2,1,1
"B","X","O",1,1,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","A","X",1,3,1,2,2,1,1
"H","H","X",1,2,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"B","X","O",1,1,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"C","S","O",2,2,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"C","S","O",1,2,1,1,2,1,1
"B","X","O",1,2,1,2,2,1,1
"H","S","X",1,3,1,1,2,1,1
"C","S","O",2,3,1,1,2,1,1
"B","X","O",2,3,1,1,2,1,1
"C","S","O",1,3,1,1,2,1,1
"B","X","O",1,2,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","A","X",1,3,1,1,1,1,1
"H","A","X",1,3,1,1,1,1,1
"H","A","X",1,2,1,1,1,1,1
"H","A","X",1,2,1,1,1,1,1
"H","S","X",1,3,1,1,2,1,1
"D","A","I",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","A","I",1,3,1,1,2,1,1
"C","A","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","S","X",1,2,1,1,1,1,1
"C","S","O",1,3,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","S","X",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","R","O",1,3,1,1,2,1,1
"C","A","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","S","X",1,3,1,1,1,1,1
"D","H","O",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"C","R","O",2,2,1,1,2,1,1
"D","S","O",2,2,2,2,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","S","X",1,3,1,1,1,1,1
"C","S","O",1,3,1,1,2,1,1
"F","A","I",1,3,1,1,2,1,1
"E","S","O",1,2,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","R","O",1,2,1,1,2,1,1
"H","S","X",1,1,1,1,2,1,1
"C","S","O",1,3,1,1,2,1,1
"D","A","I",2,3,1,1,2,1,1
"C","A","O",1,3,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"H","S","X",1,2,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"C","S","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"C","R","O",1,3,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"C","S","O",1,2,1,1,2,1,1
"D","K","I",2,3,1,2,2,1,1
"E","A","I",1,2,1,2,2,1,1
"C","R","O",1,3,1,1,2,1,1
"B","X","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","R","X",1,1,1,1,2,1,1
"H","S","X",1,2,1,2,2,1,1
"H","S","X",1,1,1,1,2,1,1
"D","A","I",2,2,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"C","R","O",1,2,1,1,2,1,1
"D","R","O",1,3,1,1,2,1,1
"D","S","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","S","X",1,1,1,1,2,1,1
"D","S","O",1,2,1,2,2,1,1
"D","S","O",1,2,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"D","S","O",1,3,1,1,2,1,1
"E","S","O",2,3,3,1,2,1,1
"H","S","X",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","K","I",2,2,1,2,2,1,1
"H","S","X",1,3,1,2,1,1,1
"B","X","O",1,3,1,1,2,1,1
"D","A","I",1,3,1,1,2,1,1
"C","S","O",2,2,2,1,2,1,1
"D","R","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"H","S","X",1,3,1,1,2,1,1
"C","S","O",1,2,1,2,2,1,1
"H","S","X",1,3,1,2,1,1,1
"B","X","O",1,1,1,1,2,1,1
"D","A","I",1,3,1,2,2,1,1
"C","S","O",1,2,1,1,2,1,1
"H","S","X",1,2,1,2,2,1,1
"E","A","O",1,2,1,2,2,1,1
"C","S","O",1,1,1,2,2,1,1
"H","S","X",1,3,1,2,1,1,1
"H","R","X",1,2,1,1,2,1,1
"E","A","C",2,2,1,2,2,1,1
"E","S","I",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"C","S","O",1,3,1,2,2,1,1
"H","S","X",1,2,1,2,1,1,1
"H","R","X",1,3,1,1,2,1,1
"E","A","I",1,2,1,2,2,1,1
"E","K","I",1,3,1,2,2,2,1
"H","R","X",1,3,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"C","A","O",1,2,1,2,2,1,1
"C","S","O",1,2,1,2,2,1,1
"H","S","X",1,3,1,2,1,1,1
"B","X","O",1,2,1,2,2,1,1
"E","K","I",1,2,1,2,2,1,1
"H","R","X",1,3,1,1,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","S","X",1,3,1,2,1,1,1
"D","A","I",1,2,1,2,2,1,1
"F","K","C",1,2,1,2,2,2,1
"E","K","C",2,3,1,2,2,2,1
"D","A","I",1,3,1,1,2,1,1
"C","R","O",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"D","A","I",1,2,1,2,2,1,1
"E","K","C",2,2,3,2,2,2,1
"C","S","I",1,2,1,1,2,1,1
"H","S","X",1,3,1,1,2,1,1
"D","A","I",1,3,1,1,2,1,1
"D","S","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","S","X",1,2,1,2,1,1,1
"D","S","O",1,1,1,2,2,1,1
"E","K","C",2,3,3,2,2,2,1
"F","K","I",1,2,1,2,2,2,1
"E","K","C",2,3,3,2,2,2,1
"C","R","I",1,2,1,1,2,1,1
"B","S","O",1,3,1,1,2,1,1
"D","A","O",1,3,1,2,2,1,1
"C","R","O",1,2,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"H","S","X",2,2,1,2,2,1,1
"E","K","C",2,2,3,2,2,2,1
"E","K","I",1,3,1,2,2,2,1
"E","A","I",1,3,1,2,2,1,1
"D","R","I",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"C","R","O",1,3,1,1,2,1,1
"E","K","C",2,2,2,2,2,2,1
"E","A","I",1,2,1,2,2,1,1
"H","S","X",1,2,1,1,2,1,1
"E","A","O",2,2,1,2,2,1,1
"D","R","I",1,3,1,2,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","R","X",1,3,1,1,2,1,1
"D","S","O",1,3,1,1,2,1,1
"H","R","X",1,2,1,1,1,1,1
"E","K","C",2,2,2,2,2,2,1
"H","S","X",1,3,1,1,2,1,1
"D","S","O",1,3,1,2,2,1,1
"D","A","I",1,2,1,2,2,1,1
"H","A","X",1,3,1,1,1,1,1
"D","S","O",1,2,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"C","S","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,2,1,1,1
"F","A","I",2,2,1,2,2,1,1
"C","S","O",1,2,1,2,2,1,1
"H","A","X",1,2,1,1,1,1,1
"H","S","X",1,3,1,1,1,1,1
"D","A","O",1,3,1,1,2,1,1
"D","H","O",1,3,1,2,2,1,1
"D","S","O",1,3,1,1,2,1,1
"F","A","I",1,2,1,2,2,1,1
"C","S","O",1,2,1,2,2,1,1
"D","A","I",1,1,1,2,2,1,1
"H","A","X",1,2,1,1,1,1,1
"H","S","X",1,2,1,1,1,1,1
"D","A","O",1,2,1,1,2,1,1
"D","S","O",1,3,1,1,2,1,1
"H","S","X",1,1,1,2,2,1,1
"F","S","I",1,3,1,2,2,1,1
"B","X","I",1,2,1,1,2,1,1
"D","H","O",1,2,1,2,2,1,1
"D","R","O",1,3,1,1,2,1,1
"D","A","I",2,3,2,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"C","R","O",1,3,1,1,2,1,1
"C","R","O",1,2,1,1,2,1,1
"D","H","O",1,2,1,2,2,1,1
"C","S","O",1,2,1,1,2,1,1
"E","A","I",1,2,1,2,2,1,1
"H","S","X",1,2,1,1,1,1,1
"C","S","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"B","X","O",1,1,1,1,2,1,1
"E","A","O",1,2,1,2,2,1,1
"H","S","X",1,3,1,1,1,1,1
"H","S","X",1,3,1,1,1,1,1
"H","S","X",1,2,1,1,2,1,1
"D","H","O",1,3,1,2,2,1,1
"E","A","I",2,2,1,2,2,1,1
"D","S","O",1,3,1,1,2,1,1
"H","S","X",1,1,1,1,1,1,1
"H","S","X",1,2,1,1,2,1,1
"H","S","X",1,2,1,1,2,1,1
"D","S","O",1,2,1,2,2,1,1
"H","S","X",1,2,2,2,2,1,1
"H","S","X",2,2,1,1,2,1,1
"D","R","O",1,3,1,1,2,1,1
"H","S","X",1,2,1,1,1,1,1
"H","S","X",2,2,1,1,2,1,1
"C","S","O",1,2,1,2,2,1,1
"H","R","X",1,2,1,1,2,1,1
"B","X","O",1,1,1,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
