"R1","R2","R3","R4","R5","R6","R7","R8","R9","C10","R11","R12","R13","R14","R15","R16","R17","R18","R19","R20","R21","R22","R23","R24","R25","R26","R27","R28","R29","R30","R31","R32","R33","R34","R35","R36","C1","C3","C5","C7","C9","C11","C12","C13","C15","C17","C19","C20","C21","C23","C25","C27","C29","C31","C33","R35.1"
10,91,5,76,10,83,13,83,3,79,4,3,15,95,4,75,15,99,5,30,12,84,7,82,10,92,7,78,17,97,1,81,15,92,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,71,28,88,2,71,21,91,1,75,20,11,5,66,19,86,5,70,18,37,0,73,14,85,2,79,11,74,2,84,11,84,3,79,15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,71,21,88,2,75,21,87,1,75,12,11,5,70,19,86,1,73,14,33,4,77,10,85,2,84,11,81,2,79,15,84,7,84,11,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,13,80,5,67,13,79,1,63,20,11,7,88,8,79,7,77,14,37,4,73,21,97,6,79,11,81,1,79,15,92,0,75,22,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,112,9,64,28,112,18,67,29,112,14,-13,25,111,13,64,25,115,14,15,26,115,14,67,24,106,15,63,24,111,15,66,30,115,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,117,18,60,28,112,18,63,29,112,14,-13,29,115,18,60,29,115,19,8,30,111,19,63,33,115,20,60,29,115,25,63,25,115,15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,112,13,60,28,117,18,63,25,117,14,-9,25,111,13,64,25,111,14,18,22,106,10,70,16,106,11,71,12,106,6,78,13,106,2,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,99,4,71,15,95,4,78,8,84,10,13,14,88,4,81,10,84,11,36,0,71,26,102,12,94,6,82,4,85,18,89,3,69,29,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,84,11,86,7,77,19,100,0,73,25,32,1,71,27,99,1,67,30,57,4,67,30,106,4,69,29,100,4,66,29,103,3,69,29,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,66,29,101,5,70,26,104,8,66,28,28,5,67,27,103,8,67,22,50,7,67,26,102,4,69,26,100,4,69,26,100,3,73,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,70,26,97,5,70,26,100,0,73,21,24,5,71,23,99,1,71,22,47,4,75,22,99,4,73,26,97,4,73,26,96,3,73,18,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77,26,94,3,84,15,93,4,81,21,13,5,75,23,96,1,75,18,40,3,84,18,95,4,73,22,97,4,69,26,100,1,73,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81,22,86,3,73,19,97,0,73,28,24,2,84,19,92,2,75,22,40,0,79,22,99,0,73,26,97,4,73,26,100,3,69,22,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73,29,97,5,70,29,100,4,70,32,24,1,79,23,96,1,71,26,47,0,75,22,95,4,69,22,93,0,73,22,96,1,77,18,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81,22,90,1,73,22,97,4,77,14,21,6,79,16,92,1,79,15,43,0,84,11,88,4,85,14,86,4,81,14,89,9,85,10,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,88,8,79,7,77,15,89,4,73,21,21,6,79,12,81,1,79,15,40,0,75,22,95,0,85,2,67,4,89,6,78,5,85,10,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,32,0,38,26,30,0,37,21,32,5,-35,18,34,4,39,21,34,1,-6,23,31,1,38,18,37,2,41,24,34,2,48,20,34,6,44,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,32,4,38,22,32,4,37,25,32,1,-46,24,31,0,35,24,31,5,-17,23,31,10,28,21,34,6,41,21,34,6,41,23,31,11,33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,32,4,34,26,32,0,30,21,30,10,-46,24,31,4,32,24,31,10,-24,25,29,10,31,21,34,6,38,24,31,11,33,23,29,11,29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,30,9,27,22,32,9,37,18,40,3,-20,26,29,9,28,26,27,10,-24,23,34,10,35,24,29,11,26,27,29,11,29,23,31,6,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,115,13,64,33,120,18,63,30,120,24,-16,29,115,19,60,33,120,20,7,34,120,20,63,33,116,22,58,33,116,22,61,34,116,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,115,18,57,29,111,18,63,30,115,14,-13,29,115,24,60,24,115,15,11,25,111,11,66,29,112,22,62,24,107,18,61,25,107,18,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,88,4,81,10,84,12,88,0,71,26,26,12,94,7,82,4,85,18,37,3,69,29,103,8,87,9,80,8,79,13,94,1,68,25,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,19,96,5,75,23,102,4,75,22,23,0,77,27,97,4,73,18,44,3,73,22,100,4,75,25,102,4,68,25,101,3,68,29,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,19,89,2,79,16,92,3,79,15,12,0,77,23,93,4,81,18,40,5,81,18,92,0,75,17,91,3,79,13,94,4,83,17,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,79,19,89,6,79,16,95,0,79,15,19,8,81,19,89,4,85,14,37,5,81,14,89,8,79,21,87,3,83,13,94,4,83,17,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,16,81,6,84,12,81,7,84,3,5,8,89,3,71,4,85,6,26,5,85,2,78,8,95,0,69,3,95,0,76,9,99,8,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,84,4,78,6,88,4,81,7,79,11,8,4,85,3,75,0,89,6,22,1,85,2,70,8,99,8,66,8,95,8,65,9,103,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79,16,89,1,75,23,95,0,75,22,16,4,89,7,75,4,85,10,29,5,81,14,85,8,103,8,62,3,95,4,76,9,91,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,23,96,1,75,19,88,0,75,15,16,4,77,19,86,0,73,22,44,3,73,26,92,8,83,13,87,0,83,21,90,1,83,17,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,31,4,32,24,31,9,28,25,29,10,-45,21,34,5,38,24,31,11,-19,23,29,11,29,25,36,4,40,22,34,8,36,27,31,4,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,29,0,39,24,34,4,53,20,43,1,-16,15,49,3,60,8,66,6,26,1,77,6,85,0,83,13,84,3,83,9,87,4,83,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,106,14,63,24,111,14,66,30,115,20,-13,24,107,12,62,29,112,18,9,34,116,22,61,20,111,13,62,25,116,18,65,30,121,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,115,19,60,29,115,24,63,25,115,15,-13,33,112,21,58,29,112,22,13,25,107,18,61,29,111,18,58,29,116,18,61,26,111,18,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,77,27,97,0,77,27,100,3,73,18,20,0,75,26,95,4,75,25,53,3,68,25,101,1,75,26,96,3,75,23,103,0,72,26,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,27,97,4,73,19,96,3,73,22,24,4,75,26,102,4,68,25,49,3,68,29,101,3,75,23,100,1,72,26,103,0,75,30,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,23,93,0,77,19,96,1,77,26,20,4,75,26,95,0,75,21,42,1,79,21,98,1,72,26,96,1,72,26,99,4,72,15,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,81,19,89,8,81,19,92,5,85,14,13,3,83,18,91,8,79,21,38,4,83,13,94,3,79,15,92,3,79,15,95,4,79,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,89,7,75,4,85,11,81,5,81,14,9,8,103,7,62,3,95,4,24,9,91,0,76,7,99,4,67,7,99,4,70,8,103,9,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,73,27,89,4,81,15,85,9,85,2,2,0,83,18,84,0,79,17,38,4,83,4,83,5,75,19,87,1,79,15,90,8,79,11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,34,1,41,18,34,5,44,20,37,6,-35,25,31,7,33,18,45,0,6,3,68,9,79,24,29,13,25,20,37,9,45,4,64,7,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,107,17,66,24,112,12,65,25,107,18,-7,25,107,12,67,20,107,9,22,17,99,9,78,18,109,4,73,18,104,12,72,19,104,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,103,3,69,16,99,3,76,17,99,4,0,11,95,1,75,16,103,9,26,21,107,9,74,18,104,4,73,18,100,8,72,19,104,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,73,16,99,3,76,17,99,8,-4,16,103,8,75,20,107,9,22,21,107,9,70,18,100,8,69,18,104,8,68,19,109,12,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,30,102,0,75,26,101,3,75,21,25,1,72,27,100,1,72,23,51,4,72,23,99,2,75,24,99,2,75,20,98,1,75,20,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,71,26,95,4,75,26,98,1,75,21,18,1,68,27,96,1,72,26,47,0,72,26,99,5,71,27,95,5,75,27,98,4,75,27,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,26,95,0,75,22,94,1,79,21,22,1,72,27,96,1,72,26,47,4,72,15,95,5,75,27,95,5,75,27,102,1,75,24,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,14,91,3,83,18,94,9,79,21,14,3,79,16,92,3,79,15,43,4,79,15,95,2,79,20,91,2,79,24,94,3,79,20,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,83,18,87,12,87,10,83,9,91,4,7,7,83,12,87,3,79,11,34,4,87,11,86,2,83,12,88,2,79,8,91,3,87,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,91,5,80,8,91,5,83,9,91,0,7,3,87,12,83,7,83,11,34,8,87,7,86,2,87,12,84,2,83,12,87,3,83,8,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,61,3,51,22,34,3,47,21,34,0,-26,7,79,1,71,13,48,4,-3,23,32,4,45,2,83,8,80,6,83,0,72,8,49,4,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,36,3,40,22,34,7,36,27,31,4,-44,24,34,8,42,27,37,4,-11,26,32,4,36,22,32,8,40,22,32,0,50,21,34,4,50,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
29,111,17,58,29,116,17,61,26,111,18,-11,27,113,11,62,22,109,12,16,23,104,8,72,24,108,14,64,24,112,19,67,25,108,10,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,107,12,67,20,107,8,74,17,99,9,2,18,109,3,73,18,104,12,20,19,104,4,72,24,108,10,64,15,108,14,71,16,103,5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,8,75,11,95,1,78,17,103,9,2,18,104,3,69,18,104,4,24,19,100,8,72,15,103,5,68,19,103,5,74,20,103,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,8,67,16,99,1,78,12,91,7,10,14,100,1,73,10,91,4,35,7,83,12,91,11,88,7,82,3,84,18,93,4,77,14,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,91,8,83,3,79,16,95,0,72,30,31,6,83,13,88,6,83,12,39,1,75,24,102,3,77,14,86,3,81,18,97,0,77,25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,27,100,1,72,24,103,4,72,23,23,2,75,25,99,2,75,20,46,1,75,20,98,1,73,21,97,1,73,21,97,4,77,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,31,100,1,75,27,99,4,72,26,23,2,79,25,95,2,79,20,42,1,75,24,98,1,77,14,94,1,73,18,97,4,73,25,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,32,3,33,24,32,8,32,26,29,13,-48,22,34,3,47,22,32,4,-9,21,27,8,28,19,37,3,56,16,40,3,56,15,40,3,52,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,83,16,87,1,79,16,90,0,79,15,19,2,67,21,95,2,79,16,42,3,83,12,91,1,77,14,94,3,81,14,89,4,81,18,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,118,16,58,27,113,11,65,23,109,12,-8,19,103,4,68,24,108,14,15,25,112,19,67,17,102,5,71,29,115,24,56,26,120,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,104,7,69,18,109,3,76,19,104,12,-4,24,108,9,60,24,108,10,15,16,108,14,71,25,120,19,57,21,115,14,70,18,111,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,109,11,65,22,113,21,65,23,109,12,-8,19,112,18,64,24,112,14,15,20,103,5,74,21,111,14,71,21,106,10,74,15,97,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,113,21,62,22,109,11,68,15,100,0,0,24,112,13,64,19,103,5,22,12,88,7,85,21,106,10,71,14,97,1,77,11,88,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,100,1,73,10,91,5,87,7,83,12,15,11,88,8,82,3,84,18,41,4,77,14,89,10,88,3,81,1,79,18,92,3,79,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,25,99,5,71,32,102,1,75,24,26,1,77,26,97,1,73,25,48,0,73,21,100,2,84,18,96,1,79,18,95,3,79,18,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,17,91,2,79,21,98,1,75,20,22,5,73,19,97,5,77,21,45,0,73,25,97,1,75,22,96,1,71,22,99,0,71,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,21,95,2,75,21,98,1,75,20,22,5,77,22,94,1,73,25,45,0,73,21,100,1,71,22,96,1,71,18,95,4,75,18,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,75,21,95,2,75,21,98,1,79,24,22,5,73,22,97,1,81,18,45,0,77,14,97,1,75,18,92,1,75,18,95,0,75,18,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,25,95,2,75,21,94,1,79,20,18,1,73,26,97,1,77,25,45,0,77,18,97,5,75,26,92,5,71,26,99,4,71,22,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,17,84,2,79,21,87,3,79,20,15,1,84,8,82,3,81,10,33,4,81,18,82,1,84,3,74,1,84,7,81,0,84,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27,7,25,25,29,7,28,21,32,8,-41,16,40,4,49,16,48,10,7,8,63,10,82,5,71,15,81,2,84,11,84,7,88,15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,43,9,62,2,67,21,98,3,79,16,18,1,70,15,90,1,77,14,45,4,81,14,89,6,84,15,81,2,84,7,92,3,84,15,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,103,4,68,19,103,4,74,20,103,5,-2,17,106,9,67,21,106,5,18,18,106,14,70,20,106,11,67,20,106,11,70,17,106,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73,22,94,3,77,22,97,4,77,18,21,5,79,23,96,1,75,22,43,0,79,22,95,0,77,22,93,0,73,26,100,3,73,22,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73,29,94,5,70,29,100,4,73,25,24,5,75,23,92,5,79,15,43,0,79,18,99,4,77,26,89,0,77,18,92,1,81,22,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,77,15,86,1,84,8,82,4,91,1,-2,5,84,12,81,1,97,1,25,7,102,14,67,0,94,6,71,8,111,20,63,9,115,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,70,0,60,12,42,4,44,21,34,7,-24,6,84,4,78,2,67,1,11,14,43,3,56,4,89,6,78,4,85,10,81,3,73,14,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,42,4,41,22,34,8,52,18,37,3,-17,2,67,0,60,15,43,3,4,14,49,7,67,4,85,10,78,4,73,14,85,1,81,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,63,11,79,1,70,15,93,0,77,14,21,6,88,16,81,6,84,15,32,3,84,7,92,8,94,2,78,8,89,6,85,5,85,14,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,70,15,90,1,77,15,97,4,81,14,13,6,84,16,81,2,84,7,40,3,84,15,92,8,89,6,82,4,85,14,89,5,85,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,102,4,71,29,115,23,56,26,120,24,-16,4,89,7,78,20,115,25,7,30,120,20,55,0,75,21,91,8,99,4,72,25,116,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,115,23,53,25,120,23,60,26,120,19,-16,20,115,24,56,29,120,20,3,25,120,20,59,8,99,4,69,24,116,22,58,25,116,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,111,13,67,17,106,9,70,22,106,5,-6,16,111,10,63,20,106,11,18,21,106,11,70,20,107,13,66,16,107,8,69,17,103,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,97,0,74,10,88,4,84,0,79,18,16,12,98,7,82,8,85,6,37,9,81,14,92,12,87,9,76,8,87,9,90,4,87,9,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,88,4,81,1,79,19,92,3,79,18,19,8,85,7,86,8,81,14,40,5,81,14,92,8,87,9,87,3,87,9,94,4,83,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,71,23,92,1,75,23,95,4,75,15,23,4,73,23,93,4,77,22,40,1,77,14,92,4,79,17,91,0,79,17,94,3,79,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,115,18,57,6,115,18,56,3,111,14,-9,4,115,19,52,4,115,25,7,5,115,20,59,12,116,28,51,12,116,28,58,9,116,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,71,16,81,2,84,12,84,7,88,15,8,8,94,3,78,8,98,2,29,9,94,2,81,12,99,4,76,8,95,4,79,4,87,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,73,23,100,4,73,23,96,5,89,6,5,4,75,22,95,4,75,25,46,1,75,21,94,5,72,23,96,1,75,19,99,4,75,23,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,106,10,67,16,106,10,70,21,102,11,-6,16,103,7,69,16,99,8,20,17,99,4,76,16,103,4,71,20,99,4,74,17,95,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,106,10,67,20,102,10,70,21,102,2,-2,16,99,7,69,16,99,4,24,17,95,0,79,20,99,4,71,16,95,0,78,12,95,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,98,1,75,12,98,7,85,9,85,6,13,12,91,5,80,12,87,9,27,9,87,9,90,11,91,4,79,7,91,11,82,8,91,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,23,93,0,77,23,96,3,77,26,24,0,75,22,95,0,75,21,46,7,75,21,98,3,75,23,96,3,75,26,99,0,75,23,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,27,97,4,69,27,100,1,69,26,24,0,71,26,95,0,75,25,46,1,71,25,98,1,72,23,96,1,75,23,95,0,75,19,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,77,15,89,4,77,19,92,3,77,18,16,4,79,18,87,4,75,21,42,3,75,17,90,1,79,19,87,3,83,15,90,0,87,19,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,111,19,60,8,115,19,55,5,115,20,-21,8,116,21,55,8,112,28,6,13,116,28,54,7,111,23,54,7,116,23,57,8,116,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,115,19,56,4,106,10,66,3,94,2,2,8,116,21,58,3,112,22,6,1,103,18,69,7,111,28,54,3,111,23,57,0,107,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,89,11,78,8,85,7,81,5,89,6,5,8,91,10,84,8,83,13,35,1,79,21,94,3,68,23,92,1,72,26,99,0,72,26,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,81,11,86,4,94,15,85,9,94,2,5,8,91,1,73,8,99,4,24,13,99,4,79,7,87,4,75,11,99,0,78,12,95,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,89,7,82,4,85,15,89,5,85,10,13,3,87,10,84,3,91,13,35,9,83,9,87,7,87,7,83,7,91,11,86,8,91,7,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,30,95,4,75,22,98,3,75,25,22,1,75,27,96,5,72,23,47,0,75,19,99,2,79,20,88,2,75,20,98,1,79,20,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,22,95,4,75,26,98,1,75,21,18,5,72,24,96,1,75,19,47,4,75,23,99,2,75,20,95,2,79,20,98,1,75,20,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,75,26,95,0,75,22,94,9,99,4,-4,1,75,20,96,5,75,23,47,0,83,15,90,2,79,20,95,2,75,20,94,1,75,24,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,99,3,69,24,116,21,58,25,116,22,-15,1,83,16,87,11,103,9,18,21,107,13,65,2,75,24,95,5,71,27,98,1,79,16,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,17,62,20,107,12,69,17,107,8,-7,16,107,8,67,16,107,4,22,17,103,4,74,10,100,4,69,14,104,8,68,15,96,8,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,99,3,73,16,95,1,79,13,91,4,7,16,95,1,75,11,95,7,30,12,91,4,82,18,100,0,73,14,96,4,79,11,91,4,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,18,91,0,79,22,90,3,83,17,14,3,83,16,92,3,87,15,38,4,79,15,90,2,79,16,91,2,79,16,94,1,79,16,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,18,91,0,79,22,98,1,75,21,25,1,79,24,92,1,75,19,47,0,75,23,95,2,75,16,91,5,71,12,87,4,63,12,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,75,22,98,4,75,22,98,1,79,21,22,1,75,24,92,1,72,23,43,0,75,15,95,5,63,12,80,5,60,12,72,8,56,12,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,14,84,8,91,1,76,9,99,4,0,1,72,24,92,7,87,4,26,12,99,0,78,9,67,34,99,5,67,34,102,4,67,27,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,27,96,1,75,27,99,4,72,23,23,10,87,13,80,2,79,20,39,1,75,20,98,7,91,7,82,3,88,7,89,0,77,18,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,75,24,96,1,83,16,90,12,103,9,-6,2,75,21,91,2,75,24,46,4,71,27,98,1,77,21,90,1,73,25,97,0,73,21,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,107,12,62,16,107,8,70,17,107,4,-2,2,79,17,91,10,100,4,20,15,104,8,68,5,77,18,94,3,84,10,85,16,99,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,107,8,67,16,107,3,74,17,103,4,-2,10,100,3,69,14,104,8,16,15,96,8,76,3,84,10,82,15,99,5,74,16,103,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,20,92,1,79,24,99,0,79,23,23,10,91,5,80,2,79,16,39,1,79,20,94,11,91,7,82,3,81,18,93,4,81,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79,24,96,1,75,24,99,0,72,23,23,2,79,21,91,2,79,20,42,1,75,20,94,3,81,10,86,7,88,7,89,8,81,14,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75,24,96,3,75,27,99,0,75,23,23,2,75,28,95,2,75,24,46,4,75,20,98,3,77,18,90,1,77,18,93,0,70,10,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79,20,92,1,79,24,95,0,75,19,23,2,75,17,91,2,75,16,42,4,71,12,87,5,66,7,75,5,63,7,74,8,60,10,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,20,96,1,75,24,95,0,72,23,19,5,71,13,84,5,63,12,31,4,60,12,72,9,60,10,71,9,57,3,71,8,57,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,116,22,54,7,116,22,57,8,116,28,-19,6,113,21,54,2,113,27,9,1,113,17,57,11,112,24,56,3,108,24,59,0,112,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,116,22,54,7,116,27,57,8,111,28,-19,2,113,26,58,2,113,17,5,1,113,22,57,3,108,24,56,1,112,24,59,0,112,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
